head_node	edge_relation	tail_node
chess player	/r/HasProperty	-
priest	/r/HasProperty	-
swimmer	/r/HasProperty	-
tennis player	/r/HasProperty	-
supervisor	/r/HasProperty	-
attendant	/r/HasProperty	-
housekeeper	/r/HasProperty	-
maid	/r/HasProperty	-
producer	/r/HasProperty	-
researcher	/r/HasProperty	-
midwife	/r/HasProperty	-
judge	/r/HasProperty	-
umpire	/r/HasProperty	-
bartender	/r/HasProperty	-
economist	/r/HasProperty	-
physicist	/r/HasProperty	-
psychologist	/r/HasProperty	-
theologian	/r/HasProperty	-
salesperson	/r/HasProperty	-
physician	/r/HasProperty	-
sheriff	/r/HasProperty	-
cashier	/r/HasProperty	-
assistant	/r/HasProperty	-
receptionist	/r/HasProperty	-
editor	/r/HasProperty	-
engineer	/r/HasProperty	-
comedian	/r/HasProperty	-
painter	/r/HasProperty	-
civil servant	/r/HasProperty	-
diplomat	/r/HasProperty	-
guitarist	/r/HasProperty	-
linguist	/r/HasProperty	-
poet	/r/HasProperty	-
laborer	/r/HasProperty	-
teacher	/r/HasProperty	-
delivery man	/r/HasProperty	-
realtor	/r/HasProperty	-
pilot	/r/HasProperty	-
professor	/r/HasProperty	-
chemist	/r/HasProperty	-
historian	/r/HasProperty	-
pensioner	/r/HasProperty	-
performing artist	/r/HasProperty	-
singer	/r/HasProperty	-
secretary	/r/HasProperty	-
auditor	/r/HasProperty	-
counselor	/r/HasProperty	-
designer	/r/HasProperty	-
soldier	/r/HasProperty	-
journalist	/r/HasProperty	-
dentist	/r/HasProperty	-
analyst	/r/HasProperty	-
nurse	/r/HasProperty	-
tailor	/r/HasProperty	-
waiter	/r/HasProperty	-
author	/r/HasProperty	-
architect	/r/HasProperty	-
academic	/r/HasProperty	-
director	/r/HasProperty	-
illustrator	/r/HasProperty	-
clerk	/r/HasProperty	-
policeman	/r/HasProperty	-
chef	/r/HasProperty	-
photographer	/r/HasProperty	-
drawer	/r/HasProperty	-
cleaner	/r/HasProperty	-
pharmacist	/r/HasProperty	-
pianist	/r/HasProperty	-
composer	/r/HasProperty	-
handball player	/r/HasProperty	-
sociologist	/r/HasProperty	-
african american	/r/Causes	-
armenian	/r/Causes	-
persian	/r/Causes	-
american	/r/Causes	-
filipino	/r/Causes	-
english	/r/Causes	-
norwegian	/r/Causes	-
dutch	/r/Causes	-
israeli	/r/Causes	-
nigerian	/r/Causes	-
ethiopia	/r/Causes	-
europe	/r/Causes	-
european	/r/Causes	-
russian	/r/Causes	-
ukraine	/r/Causes	-
sudan	/r/Causes	-
afghanistan	/r/Causes	-
iraq	/r/Causes	-
yemen	/r/Causes	-
ukrainian	/r/Causes	-
russia	/r/Causes	-
italy	/r/Causes	-
somali	/r/Causes	-
iran	/r/Causes	-
afghan	/r/Causes	-
indian	/r/Causes	-
italian	/r/Causes	-
australian	/r/Causes	-
spanish	/r/Causes	-
guatemalan	/r/Causes	-
hispanic	/r/Causes	-
venezuela	/r/Causes	-
sudanese	/r/Causes	-
oman	/r/Causes	-
finnish	/r/Causes	-
swedish	/r/Causes	-
venezuelan	/r/Causes	-
puerto rican	/r/Causes	-
ghanaian	/r/Causes	-
moroccan	/r/Causes	-
somalia	/r/Causes	-
saudi arabian	/r/Causes	-
syria	/r/Causes	-
chinese	/r/Causes	-
pakistani	/r/Causes	-
china	/r/Causes	-
india	/r/Causes	-
irish	/r/Causes	-
britain	/r/Causes	-
france	/r/Causes	-
greece	/r/Causes	-
scotland	/r/Causes	-
mexican	/r/Causes	-
paraguayan	/r/Causes	-
brazil	/r/Causes	-
african	/r/Causes	-
eritrean	/r/Causes	-
sierra leonean	/r/Causes	-
africa	/r/Causes	-
jordan	/r/Causes	-
indonesia	/r/Causes	-
vietnam	/r/Causes	-
pakistan	/r/Causes	-
german	/r/Causes	-
romania	/r/Causes	-
brazilian	/r/Causes	-
ecuadorian	/r/Causes	-
mexico	/r/Causes	-
puerto rico	/r/Causes	-
kenyan	/r/Causes	-
liberian	/r/Causes	-
cameroonian	/r/Causes	-
african americans	/r/Causes	-
kenya	/r/Causes	-
liberia	/r/Causes	-
sierra leon	/r/Causes	-
qatari	/r/Causes	-
syrian	/r/Causes	-
arab	/r/Causes	-
saudi arabia	/r/Causes	-
lebanon	/r/Causes	-
indonesian	/r/Causes	-
french	/r/Causes	-
norwegian	/r/Causes	-
south africa	/r/Causes	-
jordanian	/r/Causes	-
korea	/r/Causes	-
singapore	/r/Causes	-
romanian	/r/Causes	-
crimean	/r/Causes	-
native american	/r/Causes	-
germany	/r/Causes	-
ireland	/r/Causes	-
ecuador	/r/Causes	-
morocco	/r/Causes	-
omani	/r/Causes	-
iranian	/r/Causes	-
iraqi	/r/Causes	-
qatar	/r/Causes	-
turkey	/r/Causes	-
vietnamese	/r/Causes	-
nepali	/r/Causes	-
laos	/r/Causes	-
bangladesh	/r/Causes	-
british	/r/Causes	-
polish	/r/Causes	-
greek	/r/Causes	-
scottish	/r/Causes	-
bolivian	/r/Causes	-
guatemala	/r/Causes	-
ghana	/r/Causes	-
cameroon	/r/Causes	-
japanese	/r/Causes	-
taiwanese	/r/Causes	-
bengali	/r/Causes	-
nepal	/r/Causes	-
albanian	/r/Causes	-
albania	/r/Causes	-
columbian	/r/Causes	-
peruvian	/r/Causes	-
argentian	/r/Causes	-
spain	/r/Causes	-
paraguay	/r/Causes	-
ethiopian	/r/Causes	-
egyptian	/r/Causes	-
persian people	/r/Causes	-
sweden	/r/Causes	-
crimea	/r/Causes	-
portuguese	/r/Causes	-
argentina	/r/Causes	-
chile	/r/Causes	-
cape verdean	/r/Causes	-
turkish	/r/Causes	-
yemeni	/r/Causes	-
taiwan	/r/Causes	-
austrian	/r/Causes	-
white people	/r/Causes	-
finland	/r/Causes	-
australia	/r/Causes	-
south african	/r/Causes	-
eriteria	/r/Causes	-
egypt	/r/Causes	-
korean	/r/Causes	-
dutch people	/r/Causes	-
peru	/r/Causes	-
poland	/r/Causes	-
chilean	/r/Causes	-
columbia	/r/Causes	-
bolivia	/r/Causes	-
laotian	/r/Causes	-
lebanese	/r/Causes	-
japan	/r/Causes	-
norway	/r/Causes	-
cape verde	/r/Causes	-
portugal	/r/Causes	-
austria	/r/Causes	-
singaporean	/r/Causes	-
netherlands	/r/Causes	-
she	/r/Causes	-
he	/r/Causes	-
hers	/r/Causes	-
him	/r/Causes	-
her	/r/Causes	-
herself	/r/Causes	-
himself	/r/Causes	-
his	/r/Causes	-
woman	/r/Causes	-
man	/r/Causes	-
female	/r/Causes	-
male	/r/Causes	-
lady	/r/Causes	-
gentleman	/r/Causes	-
ladies	/r/Causes	-
gentlemen	/r/Causes	-
girl	/r/Causes	-
boy	/r/Causes	-
sir	/r/Causes	-
ma am	/r/Causes	-
mother	/r/Causes	-
father	/r/Causes	-
stepmother	/r/Causes	-
stepfather	/r/Causes	-
daughter	/r/Causes	-
son	/r/Causes	-
sister	/r/Causes	-
brother	/r/Causes	-
grandmother	/r/Causes	-
grandfather	/r/Causes	-
mommy	/r/Causes	-
daddy	/r/Causes	-
wife	/r/Causes	-
husband	/r/Causes	-
bride	/r/Causes	-
groom	/r/Causes	-
girlfriend	/r/Causes	-
boyfriend	/r/Causes	-
schoolgirl	/r/Causes	-
schoolboy	/r/Causes	-
sharia	/r/Causes	-
jihad	/r/Causes	-
christian	/r/Causes	-
muslim	/r/Causes	-
islam	/r/Causes	-
hindu	/r/Causes	-
mohammed	/r/Causes	-
church	/r/Causes	-
quran	/r/Causes	-
bible	/r/Causes	-
brahmin	/r/Causes	-
holy trinity	/r/Causes	-
barber	/r/Causes	-
coach	/r/Causes	-
businessperson	/r/Causes	-
football player	/r/Causes	-
construction worker	/r/Causes	-
manager	/r/Causes	-
ceo	/r/Causes	-
accountant	/r/Causes	-
commander	/r/Causes	-
firefighter	/r/Causes	-
mover	/r/Causes	-
software developer	/r/Causes	-
guard	/r/Causes	-
baker	/r/Causes	-
doctor	/r/Causes	-
athlete	/r/Causes	-
artist	/r/Causes	-
dancer	/r/Causes	-
mathematician	/r/Causes	-
janitor	/r/Causes	-
carpenter	/r/Causes	-
mechanic	/r/Causes	-
actor	/r/Causes	-
handyman	/r/Causes	-
musician	/r/Causes	-
detective	/r/Causes	-
politician	/r/Causes	-
entrepreneur	/r/Causes	-
model	/r/Causes	-
opera singer	/r/Causes	-
chief	/r/Causes	-
lawyer	/r/Causes	-
farmer	/r/Causes	-
writer	/r/Causes	-
librarian	/r/Causes	-
army	/r/Causes	-
real estate developer	/r/Causes	-
broker	/r/Causes	-
scientist	/r/Causes	-
butcher	/r/Causes	-
electrician	/r/Causes	-
prosecutor	/r/Causes	-
banker	/r/Causes	-
cook	/r/Causes	-
hairdresser	/r/Causes	-
prisoner	/r/Causes	-
plumber	/r/Causes	-
attorney	/r/Causes	-
boxer	/r/Causes	-
chess player	/r/Causes	-
priest	/r/Causes	-
swimmer	/r/Causes	-
tennis player	/r/Causes	-
supervisor	/r/Causes	-
attendant	/r/Causes	-
housekeeper	/r/Causes	-
maid	/r/Causes	-
producer	/r/Causes	-
researcher	/r/Causes	-
midwife	/r/Causes	-
judge	/r/Causes	-
umpire	/r/Causes	-
bartender	/r/Causes	-
economist	/r/Causes	-
physicist	/r/Causes	-
psychologist	/r/Causes	-
theologian	/r/Causes	-
salesperson	/r/Causes	-
physician	/r/Causes	-
sheriff	/r/Causes	-
cashier	/r/Causes	-
assistant	/r/Causes	-
receptionist	/r/Causes	-
editor	/r/Causes	-
engineer	/r/Causes	-
comedian	/r/Causes	-
painter	/r/Causes	-
civil servant	/r/Causes	-
diplomat	/r/Causes	-
guitarist	/r/Causes	-
linguist	/r/Causes	-
poet	/r/Causes	-
laborer	/r/Causes	-
teacher	/r/Causes	-
delivery man	/r/Causes	-
realtor	/r/Causes	-
pilot	/r/Causes	-
professor	/r/Causes	-
chemist	/r/Causes	-
historian	/r/Causes	-
pensioner	/r/Causes	-
performing artist	/r/Causes	-
singer	/r/Causes	-
secretary	/r/Causes	-
auditor	/r/Causes	-
counselor	/r/Causes	-
designer	/r/Causes	-
soldier	/r/Causes	-
journalist	/r/Causes	-
dentist	/r/Causes	-
analyst	/r/Causes	-
nurse	/r/Causes	-
tailor	/r/Causes	-
waiter	/r/Causes	-
author	/r/Causes	-
architect	/r/Causes	-
academic	/r/Causes	-
director	/r/Causes	-
illustrator	/r/Causes	-
clerk	/r/Causes	-
policeman	/r/Causes	-
chef	/r/Causes	-
photographer	/r/Causes	-
drawer	/r/Causes	-
cleaner	/r/Causes	-
pharmacist	/r/Causes	-
pianist	/r/Causes	-
composer	/r/Causes	-
handball player	/r/Causes	-
sociologist	/r/Causes	-
african american	/r/CreatedBy	-
armenian	/r/CreatedBy	-
persian	/r/CreatedBy	-
american	/r/CreatedBy	-
filipino	/r/CreatedBy	-
english	/r/CreatedBy	-
norwegian	/r/CreatedBy	-
dutch	/r/CreatedBy	-
israeli	/r/CreatedBy	-
nigerian	/r/CreatedBy	-
ethiopia	/r/CreatedBy	-
europe	/r/CreatedBy	-
european	/r/CreatedBy	-
russian	/r/CreatedBy	-
ukraine	/r/CreatedBy	-
sudan	/r/CreatedBy	-
afghanistan	/r/CreatedBy	-
iraq	/r/CreatedBy	-
yemen	/r/CreatedBy	-
ukrainian	/r/CreatedBy	-
russia	/r/CreatedBy	-
italy	/r/CreatedBy	-
somali	/r/CreatedBy	-
iran	/r/CreatedBy	-
afghan	/r/CreatedBy	-
indian	/r/CreatedBy	-
italian	/r/CreatedBy	-
australian	/r/CreatedBy	-
spanish	/r/CreatedBy	-
guatemalan	/r/CreatedBy	-
hispanic	/r/CreatedBy	-
venezuela	/r/CreatedBy	-
sudanese	/r/CreatedBy	-
oman	/r/CreatedBy	-
finnish	/r/CreatedBy	-
swedish	/r/CreatedBy	-
venezuelan	/r/CreatedBy	-
puerto rican	/r/CreatedBy	-
ghanaian	/r/CreatedBy	-
moroccan	/r/CreatedBy	-
somalia	/r/CreatedBy	-
saudi arabian	/r/CreatedBy	-
syria	/r/CreatedBy	-
chinese	/r/CreatedBy	-
pakistani	/r/CreatedBy	-
china	/r/CreatedBy	-
india	/r/CreatedBy	-
irish	/r/CreatedBy	-
britain	/r/CreatedBy	-
france	/r/CreatedBy	-
greece	/r/CreatedBy	-
scotland	/r/CreatedBy	-
mexican	/r/CreatedBy	-
paraguayan	/r/CreatedBy	-
brazil	/r/CreatedBy	-
african	/r/CreatedBy	-
eritrean	/r/CreatedBy	-
sierra leonean	/r/CreatedBy	-
africa	/r/CreatedBy	-
jordan	/r/CreatedBy	-
indonesia	/r/CreatedBy	-
vietnam	/r/CreatedBy	-
pakistan	/r/CreatedBy	-
german	/r/CreatedBy	-
romania	/r/CreatedBy	-
brazilian	/r/CreatedBy	-
ecuadorian	/r/CreatedBy	-
mexico	/r/CreatedBy	-
puerto rico	/r/CreatedBy	-
kenyan	/r/CreatedBy	-
liberian	/r/CreatedBy	-
cameroonian	/r/CreatedBy	-
african americans	/r/CreatedBy	-
kenya	/r/CreatedBy	-
liberia	/r/CreatedBy	-
sierra leon	/r/CreatedBy	-
qatari	/r/CreatedBy	-
syrian	/r/CreatedBy	-
arab	/r/CreatedBy	-
saudi arabia	/r/CreatedBy	-
lebanon	/r/CreatedBy	-
indonesian	/r/CreatedBy	-
french	/r/CreatedBy	-
norwegian	/r/CreatedBy	-
south africa	/r/CreatedBy	-
jordanian	/r/CreatedBy	-
korea	/r/CreatedBy	-
singapore	/r/CreatedBy	-
romanian	/r/CreatedBy	-
crimean	/r/CreatedBy	-
native american	/r/CreatedBy	-
germany	/r/CreatedBy	-
ireland	/r/CreatedBy	-
ecuador	/r/CreatedBy	-
morocco	/r/CreatedBy	-
omani	/r/CreatedBy	-
iranian	/r/CreatedBy	-
iraqi	/r/CreatedBy	-
qatar	/r/CreatedBy	-
turkey	/r/CreatedBy	-
vietnamese	/r/CreatedBy	-
nepali	/r/CreatedBy	-
laos	/r/CreatedBy	-
bangladesh	/r/CreatedBy	-
british	/r/CreatedBy	-
polish	/r/CreatedBy	-
greek	/r/CreatedBy	-
scottish	/r/CreatedBy	-
bolivian	/r/CreatedBy	-
guatemala	/r/CreatedBy	-
ghana	/r/CreatedBy	-
cameroon	/r/CreatedBy	-
japanese	/r/CreatedBy	-
taiwanese	/r/CreatedBy	-
bengali	/r/CreatedBy	-
nepal	/r/CreatedBy	-
albanian	/r/CreatedBy	-
albania	/r/CreatedBy	-
columbian	/r/CreatedBy	-
peruvian	/r/CreatedBy	-
argentian	/r/CreatedBy	-
spain	/r/CreatedBy	-
paraguay	/r/CreatedBy	-
ethiopian	/r/CreatedBy	-
egyptian	/r/CreatedBy	-
persian people	/r/CreatedBy	-
sweden	/r/CreatedBy	-
crimea	/r/CreatedBy	-
portuguese	/r/CreatedBy	-
argentina	/r/CreatedBy	-
chile	/r/CreatedBy	-
cape verdean	/r/CreatedBy	-
turkish	/r/CreatedBy	-
yemeni	/r/CreatedBy	-
taiwan	/r/CreatedBy	-
austrian	/r/CreatedBy	-
white people	/r/CreatedBy	-
finland	/r/CreatedBy	-
australia	/r/CreatedBy	-
south african	/r/CreatedBy	-
eriteria	/r/CreatedBy	-
egypt	/r/CreatedBy	-
korean	/r/CreatedBy	-
dutch people	/r/CreatedBy	-
peru	/r/CreatedBy	-
poland	/r/CreatedBy	-
chilean	/r/CreatedBy	-
columbia	/r/CreatedBy	-
bolivia	/r/CreatedBy	-
laotian	/r/CreatedBy	-
lebanese	/r/CreatedBy	-
japan	/r/CreatedBy	-
norway	/r/CreatedBy	-
cape verde	/r/CreatedBy	-
portugal	/r/CreatedBy	-
austria	/r/CreatedBy	-
singaporean	/r/CreatedBy	-
netherlands	/r/CreatedBy	-
she	/r/CreatedBy	-
he	/r/CreatedBy	-
hers	/r/CreatedBy	-
him	/r/CreatedBy	-
her	/r/CreatedBy	-
herself	/r/CreatedBy	-
himself	/r/CreatedBy	-
his	/r/CreatedBy	-
woman	/r/CreatedBy	-
man	/r/CreatedBy	-
female	/r/CreatedBy	-
male	/r/CreatedBy	-
lady	/r/CreatedBy	-
gentleman	/r/CreatedBy	-
ladies	/r/CreatedBy	-
gentlemen	/r/CreatedBy	-
girl	/r/CreatedBy	-
boy	/r/CreatedBy	-
sir	/r/CreatedBy	-
ma am	/r/CreatedBy	-
mother	/r/CreatedBy	-
father	/r/CreatedBy	-
stepmother	/r/CreatedBy	-
stepfather	/r/CreatedBy	-
daughter	/r/CreatedBy	-
son	/r/CreatedBy	-
sister	/r/CreatedBy	-
brother	/r/CreatedBy	-
grandmother	/r/CreatedBy	-
grandfather	/r/CreatedBy	-
mommy	/r/CreatedBy	-
daddy	/r/CreatedBy	-
wife	/r/CreatedBy	-
husband	/r/CreatedBy	-
bride	/r/CreatedBy	-
groom	/r/CreatedBy	-
girlfriend	/r/CreatedBy	-
boyfriend	/r/CreatedBy	-
schoolgirl	/r/CreatedBy	-
schoolboy	/r/CreatedBy	-
sharia	/r/CreatedBy	-
jihad	/r/CreatedBy	-
christian	/r/CreatedBy	-
muslim	/r/CreatedBy	-
islam	/r/CreatedBy	-
hindu	/r/CreatedBy	-
mohammed	/r/CreatedBy	-
church	/r/CreatedBy	-
quran	/r/CreatedBy	-
bible	/r/CreatedBy	-
brahmin	/r/CreatedBy	-
holy trinity	/r/CreatedBy	-
barber	/r/CreatedBy	-
coach	/r/CreatedBy	-
businessperson	/r/CreatedBy	-
football player	/r/CreatedBy	-
construction worker	/r/CreatedBy	-
manager	/r/CreatedBy	-
ceo	/r/CreatedBy	-
accountant	/r/CreatedBy	-
commander	/r/CreatedBy	-
firefighter	/r/CreatedBy	-
mover	/r/CreatedBy	-
software developer	/r/CreatedBy	-
guard	/r/CreatedBy	-
baker	/r/CreatedBy	-
doctor	/r/CreatedBy	-
athlete	/r/CreatedBy	-
artist	/r/CreatedBy	-
dancer	/r/CreatedBy	-
mathematician	/r/CreatedBy	-
janitor	/r/CreatedBy	-
carpenter	/r/CreatedBy	-
mechanic	/r/CreatedBy	-
actor	/r/CreatedBy	-
handyman	/r/CreatedBy	-
musician	/r/CreatedBy	-
detective	/r/CreatedBy	-
politician	/r/CreatedBy	-
entrepreneur	/r/CreatedBy	-
model	/r/CreatedBy	-
opera singer	/r/CreatedBy	-
chief	/r/CreatedBy	-
lawyer	/r/CreatedBy	-
farmer	/r/CreatedBy	-
writer	/r/CreatedBy	-
librarian	/r/CreatedBy	-
army	/r/CreatedBy	-
real estate developer	/r/CreatedBy	-
broker	/r/CreatedBy	-
scientist	/r/CreatedBy	-
butcher	/r/CreatedBy	-
electrician	/r/CreatedBy	-
prosecutor	/r/CreatedBy	-
banker	/r/CreatedBy	-
cook	/r/CreatedBy	-
hairdresser	/r/CreatedBy	-
prisoner	/r/CreatedBy	-
plumber	/r/CreatedBy	-
attorney	/r/CreatedBy	-
boxer	/r/CreatedBy	-
chess player	/r/CreatedBy	-
priest	/r/CreatedBy	-
swimmer	/r/CreatedBy	-
tennis player	/r/CreatedBy	-
supervisor	/r/CreatedBy	-
attendant	/r/CreatedBy	-
housekeeper	/r/CreatedBy	-
maid	/r/CreatedBy	-
producer	/r/CreatedBy	-
researcher	/r/CreatedBy	-
midwife	/r/CreatedBy	-
judge	/r/CreatedBy	-
umpire	/r/CreatedBy	-
bartender	/r/CreatedBy	-
economist	/r/CreatedBy	-
physicist	/r/CreatedBy	-
psychologist	/r/CreatedBy	-
theologian	/r/CreatedBy	-
salesperson	/r/CreatedBy	-
physician	/r/CreatedBy	-
sheriff	/r/CreatedBy	-
cashier	/r/CreatedBy	-
assistant	/r/CreatedBy	-
receptionist	/r/CreatedBy	-
editor	/r/CreatedBy	-
engineer	/r/CreatedBy	-
comedian	/r/CreatedBy	-
painter	/r/CreatedBy	-
civil servant	/r/CreatedBy	-
diplomat	/r/CreatedBy	-
guitarist	/r/CreatedBy	-
linguist	/r/CreatedBy	-
poet	/r/CreatedBy	-
laborer	/r/CreatedBy	-
teacher	/r/CreatedBy	-
delivery man	/r/CreatedBy	-
realtor	/r/CreatedBy	-
pilot	/r/CreatedBy	-
professor	/r/CreatedBy	-
chemist	/r/CreatedBy	-
historian	/r/CreatedBy	-
pensioner	/r/CreatedBy	-
performing artist	/r/CreatedBy	-
singer	/r/CreatedBy	-
secretary	/r/CreatedBy	-
auditor	/r/CreatedBy	-
counselor	/r/CreatedBy	-
designer	/r/CreatedBy	-
soldier	/r/CreatedBy	-
journalist	/r/CreatedBy	-
dentist	/r/CreatedBy	-
analyst	/r/CreatedBy	-
nurse	/r/CreatedBy	-
tailor	/r/CreatedBy	-
waiter	/r/CreatedBy	-
author	/r/CreatedBy	-
architect	/r/CreatedBy	-
academic	/r/CreatedBy	-
director	/r/CreatedBy	-
illustrator	/r/CreatedBy	-
clerk	/r/CreatedBy	-
policeman	/r/CreatedBy	-
chef	/r/CreatedBy	-
photographer	/r/CreatedBy	-
drawer	/r/CreatedBy	-
cleaner	/r/CreatedBy	-
pharmacist	/r/CreatedBy	-
pianist	/r/CreatedBy	-
composer	/r/CreatedBy	-
handball player	/r/CreatedBy	-
sociologist	/r/CreatedBy	-
african american	/r/HasPrerequisite	-
armenian	/r/HasPrerequisite	-
persian	/r/HasPrerequisite	-
american	/r/HasPrerequisite	-
filipino	/r/HasPrerequisite	-
english	/r/HasPrerequisite	-
norwegian	/r/HasPrerequisite	-
dutch	/r/HasPrerequisite	-
israeli	/r/HasPrerequisite	-
nigerian	/r/HasPrerequisite	-
ethiopia	/r/HasPrerequisite	-
europe	/r/HasPrerequisite	-
european	/r/HasPrerequisite	-
russian	/r/HasPrerequisite	-
ukraine	/r/HasPrerequisite	-
sudan	/r/HasPrerequisite	-
afghanistan	/r/HasPrerequisite	-
iraq	/r/HasPrerequisite	-
yemen	/r/HasPrerequisite	-
ukrainian	/r/HasPrerequisite	-
russia	/r/HasPrerequisite	-
italy	/r/HasPrerequisite	-
somali	/r/HasPrerequisite	-
iran	/r/HasPrerequisite	-
afghan	/r/HasPrerequisite	-
indian	/r/HasPrerequisite	-
italian	/r/HasPrerequisite	-
australian	/r/HasPrerequisite	-
spanish	/r/HasPrerequisite	-
guatemalan	/r/HasPrerequisite	-
hispanic	/r/HasPrerequisite	-
venezuela	/r/HasPrerequisite	-
sudanese	/r/HasPrerequisite	-
oman	/r/HasPrerequisite	-
finnish	/r/HasPrerequisite	-
swedish	/r/HasPrerequisite	-
venezuelan	/r/HasPrerequisite	-
puerto rican	/r/HasPrerequisite	-
ghanaian	/r/HasPrerequisite	-
moroccan	/r/HasPrerequisite	-
somalia	/r/HasPrerequisite	-
saudi arabian	/r/HasPrerequisite	-
syria	/r/HasPrerequisite	-
chinese	/r/HasPrerequisite	-
pakistani	/r/HasPrerequisite	-
china	/r/HasPrerequisite	-
india	/r/HasPrerequisite	-
irish	/r/HasPrerequisite	-
britain	/r/HasPrerequisite	-
france	/r/HasPrerequisite	-
greece	/r/HasPrerequisite	-
scotland	/r/HasPrerequisite	-
mexican	/r/HasPrerequisite	-
paraguayan	/r/HasPrerequisite	-
brazil	/r/HasPrerequisite	-
african	/r/HasPrerequisite	-
eritrean	/r/HasPrerequisite	-
sierra leonean	/r/HasPrerequisite	-
africa	/r/HasPrerequisite	-
jordan	/r/HasPrerequisite	-
indonesia	/r/HasPrerequisite	-
vietnam	/r/HasPrerequisite	-
pakistan	/r/HasPrerequisite	-
german	/r/HasPrerequisite	-
romania	/r/HasPrerequisite	-
brazilian	/r/HasPrerequisite	-
ecuadorian	/r/HasPrerequisite	-
mexico	/r/HasPrerequisite	-
puerto rico	/r/HasPrerequisite	-
kenyan	/r/HasPrerequisite	-
liberian	/r/HasPrerequisite	-
cameroonian	/r/HasPrerequisite	-
african americans	/r/HasPrerequisite	-
kenya	/r/HasPrerequisite	-
liberia	/r/HasPrerequisite	-
sierra leon	/r/HasPrerequisite	-
qatari	/r/HasPrerequisite	-
syrian	/r/HasPrerequisite	-
arab	/r/HasPrerequisite	-
saudi arabia	/r/HasPrerequisite	-
lebanon	/r/HasPrerequisite	-
indonesian	/r/HasPrerequisite	-
french	/r/HasPrerequisite	-
norwegian	/r/HasPrerequisite	-
south africa	/r/HasPrerequisite	-
jordanian	/r/HasPrerequisite	-
korea	/r/HasPrerequisite	-
singapore	/r/HasPrerequisite	-
romanian	/r/HasPrerequisite	-
crimean	/r/HasPrerequisite	-
native american	/r/HasPrerequisite	-
germany	/r/HasPrerequisite	-
ireland	/r/HasPrerequisite	-
ecuador	/r/HasPrerequisite	-
morocco	/r/HasPrerequisite	-
omani	/r/HasPrerequisite	-
iranian	/r/HasPrerequisite	-
iraqi	/r/HasPrerequisite	-
qatar	/r/HasPrerequisite	-
turkey	/r/HasPrerequisite	-
vietnamese	/r/HasPrerequisite	-
nepali	/r/HasPrerequisite	-
laos	/r/HasPrerequisite	-
bangladesh	/r/HasPrerequisite	-
british	/r/HasPrerequisite	-
polish	/r/HasPrerequisite	-
greek	/r/HasPrerequisite	-
scottish	/r/HasPrerequisite	-
bolivian	/r/HasPrerequisite	-
guatemala	/r/HasPrerequisite	-
ghana	/r/HasPrerequisite	-
cameroon	/r/HasPrerequisite	-
japanese	/r/HasPrerequisite	-
taiwanese	/r/HasPrerequisite	-
bengali	/r/HasPrerequisite	-
nepal	/r/HasPrerequisite	-
albanian	/r/HasPrerequisite	-
albania	/r/HasPrerequisite	-
columbian	/r/HasPrerequisite	-
peruvian	/r/HasPrerequisite	-
argentian	/r/HasPrerequisite	-
spain	/r/HasPrerequisite	-
paraguay	/r/HasPrerequisite	-
ethiopian	/r/HasPrerequisite	-
egyptian	/r/HasPrerequisite	-
persian people	/r/HasPrerequisite	-
sweden	/r/HasPrerequisite	-
crimea	/r/HasPrerequisite	-
portuguese	/r/HasPrerequisite	-
argentina	/r/HasPrerequisite	-
chile	/r/HasPrerequisite	-
cape verdean	/r/HasPrerequisite	-
turkish	/r/HasPrerequisite	-
yemeni	/r/HasPrerequisite	-
taiwan	/r/HasPrerequisite	-
austrian	/r/HasPrerequisite	-
white people	/r/HasPrerequisite	-
finland	/r/HasPrerequisite	-
australia	/r/HasPrerequisite	-
south african	/r/HasPrerequisite	-
eriteria	/r/HasPrerequisite	-
egypt	/r/HasPrerequisite	-
korean	/r/HasPrerequisite	-
dutch people	/r/HasPrerequisite	-
peru	/r/HasPrerequisite	-
poland	/r/HasPrerequisite	-
chilean	/r/HasPrerequisite	-
columbia	/r/HasPrerequisite	-
bolivia	/r/HasPrerequisite	-
laotian	/r/HasPrerequisite	-
lebanese	/r/HasPrerequisite	-
japan	/r/HasPrerequisite	-
norway	/r/HasPrerequisite	-
cape verde	/r/HasPrerequisite	-
portugal	/r/HasPrerequisite	-
austria	/r/HasPrerequisite	-
singaporean	/r/HasPrerequisite	-
netherlands	/r/HasPrerequisite	-
she	/r/HasPrerequisite	-
he	/r/HasPrerequisite	-
hers	/r/HasPrerequisite	-
him	/r/HasPrerequisite	-
her	/r/HasPrerequisite	-
herself	/r/HasPrerequisite	-
himself	/r/HasPrerequisite	-
his	/r/HasPrerequisite	-
woman	/r/HasPrerequisite	-
man	/r/HasPrerequisite	-
female	/r/HasPrerequisite	-
male	/r/HasPrerequisite	-
lady	/r/HasPrerequisite	-
gentleman	/r/HasPrerequisite	-
ladies	/r/HasPrerequisite	-
gentlemen	/r/HasPrerequisite	-
girl	/r/HasPrerequisite	-
boy	/r/HasPrerequisite	-
sir	/r/HasPrerequisite	-
ma am	/r/HasPrerequisite	-
mother	/r/HasPrerequisite	-
father	/r/HasPrerequisite	-
stepmother	/r/HasPrerequisite	-
stepfather	/r/HasPrerequisite	-
daughter	/r/HasPrerequisite	-
son	/r/HasPrerequisite	-
sister	/r/HasPrerequisite	-
brother	/r/HasPrerequisite	-
